TXYEAR,TXMONTH,Treatment,Cancer_Type,Number,Date_Serial
2000,September,Inpatient Days,Bone,4385,36770
2000,September,Inpatient Days,Brain,6456,36770
2000,September,Inpatient Days,Breast,2961,36770
2000,September,Inpatient Days,Colorectal,8084,36770
2000,September,Inpatient Days,Eye and Orbit,6346,36770
2000,September,Inpatient Days,Gynecologic,6276,36770
2000,September,Inpatient Days,Head and Neck,9060,36770
2000,September,Inpatient Days,Hematologic,8838,36770
2000,September,Inpatient Days,Hepatopancreatobiliary,3879,36770
2000,September,Inpatient Days,Kidney,2663,36770
2000,September,Inpatient Days,Lung,7761,36770
2000,September,Inpatient Days,Prostate,9459,36770
2000,September,Inpatient Days,Skin,5684,36770
2000,September,Inpatient Days,Soft Tissue,5474,36770
2000,September,Inpatient Days,Upper Gastrointestinal,4478,36770
2000,September,Radiation Therapy,All Other,8190,36770
2000,September,Radiation Therapy,Bladder,4321,36770
2000,September,Radiation Therapy,Bone,6340,36770
2000,September,Radiation Therapy,Brain,8068,36770
2000,September,Radiation Therapy,Breast,2034,36770
2000,September,Radiation Therapy,Colorectal,8761,36770
2000,September,Radiation Therapy,Eye and Orbit,4436,36770
2000,September,Radiation Therapy,Gynecologic,6605,36770
2000,September,Radiation Therapy,Head and Neck,4345,36770
2000,September,Radiation Therapy,Hematologic,9684,36770
2000,September,Radiation Therapy,Hepatopancreatobiliary,4594,36770
2000,September,Radiation Therapy,Kidney,4692,36770
2000,September,Radiation Therapy,Lung,5715,36770
2000,September,Radiation Therapy,Prostate,5739,36770
2000,September,Radiation Therapy,Skin,323,36770
2000,September,Radiation Therapy,Soft Tissue,3455,36770
2000,September,Radiation Therapy,Upper Gastrointestinal,4341,36770
2000,September,Surgeries,All Other,2904,36770
2000,September,Surgeries,Bladder,7804,36770
2000,September,Surgeries,Bone,3061,36770
2000,September,Surgeries,Brain,1007,36770
2000,September,Surgeries,Breast,5057,36770
2000,September,Surgeries,Colorectal,8378,36770
2000,September,Surgeries,Eye and Orbit,2670,36770
2000,September,Surgeries,Gynecologic,6205,36770
2000,September,Surgeries,Head and Neck,9214,36770
2000,September,Surgeries,Hematologic,2483,36770
2000,September,Surgeries,Hepatopancreatobiliary,4011,36770
2000,September,Surgeries,Kidney,6765,36770
2000,September,Surgeries,Lung,5198,36770
2000,September,Surgeries,Prostate,5637,36770
2000,September,Surgeries,Skin,8221,36770
2000,September,Surgeries,Soft Tissue,9483,36770
2000,September,Surgeries,Upper Gastrointestinal,8523,36770
2000,October,Chemotherapy,All Other,3725,36800
2000,October,Chemotherapy,Bladder,4668,36800
2000,October,Chemotherapy,Bone,7046,36800
2000,October,Chemotherapy,Brain,5488,36800
2000,October,Chemotherapy,Breast,4295,36800
2000,October,Chemotherapy,Colorectal,4875,36800
2000,October,Chemotherapy,Eye and Orbit,9083,36800
2000,October,Chemotherapy,Gynecologic,2513,36800
2000,October,Chemotherapy,Head and Neck,6354,36800
2000,October,Chemotherapy,Hematologic,1046,36800
2000,October,Chemotherapy,Hepatopancreatobiliary,8169,36800
2000,October,Chemotherapy,Kidney,3250,36800
2000,October,Chemotherapy,Lung,7000,36800
2000,October,Chemotherapy,Prostate,6751,36800
2000,October,Chemotherapy,Skin,6748,36800
2000,October,Chemotherapy,Soft Tissue,3958,36800
2000,October,Chemotherapy,Upper Gastrointestinal,6697,36800
2000,October,Inpatient Days,All Other,5510,36800
2000,October,Inpatient Days,Bladder,9423,36800
2000,October,Inpatient Days,Bone,7568,36800
2000,October,Inpatient Days,Brain,1630,36800
2000,October,Inpatient Days,Breast,435,36800
2000,October,Inpatient Days,Colorectal,7665,36800
2000,October,Inpatient Days,Eye and Orbit,2414,36800
2000,October,Inpatient Days,Gynecologic,9424,36800
2000,October,Inpatient Days,Head and Neck,4867,36800
2000,October,Inpatient Days,Hematologic,5472,36800
2000,October,Inpatient Days,Hepatopancreatobiliary,2032,36800
2000,October,Inpatient Days,Kidney,4428,36800
2000,October,Inpatient Days,Lung,3599,36800
2000,October,Inpatient Days,Prostate,2831,36800
2000,October,Inpatient Days,Skin,9639,36800
2000,October,Inpatient Days,Soft Tissue,2146,36800
2000,October,Inpatient Days,Upper Gastrointestinal,8878,36800
2000,October,Radiation Therapy,All Other,6846,36800
2000,October,Radiation Therapy,Bladder,1736,36800
2000,October,Radiation Therapy,Bone,7139,36800
2000,October,Radiation Therapy,Brain,3208,36800
2000,October,Radiation Therapy,Breast,9089,36800
2000,October,Radiation Therapy,Colorectal,9585,36800
2000,October,Radiation Therapy,Eye and Orbit,9880,36800
2000,October,Radiation Therapy,Gynecologic,2805,36800
2000,October,Radiation Therapy,Head and Neck,1726,36800
2000,October,Radiation Therapy,Hematologic,863,36800
2000,October,Radiation Therapy,Hepatopancreatobiliary,9429,36800
2000,October,Radiation Therapy,Kidney,3244,36800
2000,October,Radiation Therapy,Lung,1853,36800
2000,October,Radiation Therapy,Prostate,9672,36800
2000,October,Radiation Therapy,Skin,4966,36800
2000,October,Radiation Therapy,Soft Tissue,6583,36800
2000,October,Radiation Therapy,Upper Gastrointestinal,6701,36800
2000,October,Surgeries,All Other,717,36800
2000,October,Surgeries,Bladder,9525,36800
2000,October,Surgeries,Bone,4959,36800
2000,October,Surgeries,Brain,5494,36800
2000,October,Surgeries,Breast,1050,36800
2000,October,Surgeries,Colorectal,3163,36800
2000,October,Surgeries,Gynecologic,6475,36800
2000,October,Surgeries,Head and Neck,6305,36800
2000,October,Surgeries,Hematologic,8834,36800
2000,October,Surgeries,Hepatopancreatobiliary,8639,36800
2000,October,Surgeries,Kidney,5757,36800
2000,October,Surgeries,Lung,2429,36800
2000,October,Surgeries,Prostate,3184,36800
2000,October,Surgeries,Skin,6498,36800
2000,October,Surgeries,Soft Tissue,4987,36800
2000,October,Surgeries,Upper Gastrointestinal,8521,36800
2000,November,Chemotherapy,All Other,1354,36831
2000,November,Chemotherapy,Bladder,8053,36831
2000,November,Chemotherapy,Bone,7505,36831
2000,November,Chemotherapy,Brain,1965,36831
2000,November,Chemotherapy,Breast,2963,36831
2000,November,Chemotherapy,Colorectal,7994,36831
2000,November,Chemotherapy,Eye and Orbit,5473,36831
2000,November,Chemotherapy,Gynecologic,7213,36831
2000,November,Chemotherapy,Head and Neck,7429,36831
2000,November,Chemotherapy,Hematologic,6666,36831
2000,November,Chemotherapy,Hepatopancreatobiliary,4357,36831
2000,November,Chemotherapy,Kidney,9252,36831
2000,November,Chemotherapy,Lung,2182,36831
2000,November,Chemotherapy,Prostate,67,36831
2000,November,Chemotherapy,Skin,2565,36831
2000,November,Chemotherapy,Soft Tissue,8986,36831
2000,November,Chemotherapy,Upper Gastrointestinal,2786,36831
2000,November,Inpatient Days,All Other,2528,36831
2000,November,Inpatient Days,Bladder,5822,36831
2000,November,Inpatient Days,Bone,4567,36831
2000,November,Inpatient Days,Brain,8334,36831
2000,November,Inpatient Days,Breast,5346,36831
2000,November,Inpatient Days,Colorectal,3437,36831
2000,November,Inpatient Days,Eye and Orbit,3949,36831
2000,November,Inpatient Days,Gynecologic,5330,36831
2000,November,Inpatient Days,Head and Neck,7504,36831
2000,November,Inpatient Days,Hematologic,3218,36831
2000,November,Inpatient Days,Hepatopancreatobiliary,8311,36831
2000,November,Inpatient Days,Kidney,9249,36831
2000,November,Inpatient Days,Lung,6426,36831
2000,November,Inpatient Days,Prostate,1400,36831
2000,November,Inpatient Days,Skin,3998,36831
2000,November,Inpatient Days,Soft Tissue,2055,36831
2000,November,Inpatient Days,Upper Gastrointestinal,6062,36831
2000,November,Radiation Therapy,All Other,5248,36831
2000,November,Radiation Therapy,Bladder,475,36831
2000,November,Radiation Therapy,Bone,4744,36831
2000,November,Radiation Therapy,Brain,3038,36831
2000,November,Radiation Therapy,Breast,782,36831
2000,November,Radiation Therapy,Colorectal,2895,36831
2000,November,Radiation Therapy,Eye and Orbit,5159,36831
2000,November,Radiation Therapy,Gynecologic,4321,36831
2000,November,Radiation Therapy,Head and Neck,1625,36831
2000,November,Radiation Therapy,Hematologic,449,36831
2000,November,Radiation Therapy,Hepatopancreatobiliary,2433,36831
2000,November,Radiation Therapy,Kidney,5532,36831
2000,November,Radiation Therapy,Lung,6249,36831
2000,November,Radiation Therapy,Prostate,691,36831
2000,November,Radiation Therapy,Skin,9976,36831
2000,November,Radiation Therapy,Soft Tissue,5014,36831
2000,November,Radiation Therapy,Upper Gastrointestinal,453,36831
2000,November,Surgeries,All Other,2741,36831
2000,November,Surgeries,Bladder,2499,36831
2000,November,Surgeries,Bone,8331,36831
2000,November,Surgeries,Brain,1950,36831
2000,November,Surgeries,Breast,6871,36831
2000,November,Surgeries,Colorectal,5749,36831
2000,November,Surgeries,Eye and Orbit,4891,36831
2000,November,Surgeries,Gynecologic,2294,36831
2000,November,Surgeries,Head and Neck,6164,36831
2000,November,Surgeries,Hematologic,2564,36831
2000,November,Surgeries,Hepatopancreatobiliary,9699,36831
2000,November,Surgeries,Kidney,3816,36831
2000,November,Surgeries,Lung,224,36831
2000,November,Surgeries,Prostate,1179,36831
2000,November,Surgeries,Skin,4389,36831
2000,November,Surgeries,Soft Tissue,8850,36831
2000,November,Surgeries,Upper Gastrointestinal,4307,36831
2000,December,Chemotherapy,All Other,4206,36861
2000,December,Chemotherapy,Bladder,6976,36861
2000,December,Chemotherapy,Bone,304,36861
2000,December,Chemotherapy,Brain,6182,36861
2000,December,Chemotherapy,Breast,2674,36861
2000,December,Chemotherapy,Colorectal,2542,36861
2000,December,Chemotherapy,Eye and Orbit,4093,36861
2000,December,Chemotherapy,Gynecologic,3330,36861
2000,December,Chemotherapy,Head and Neck,1867,36861
2000,December,Chemotherapy,Hematologic,3603,36861
2000,December,Chemotherapy,Hepatopancreatobiliary,5510,36861
2000,December,Chemotherapy,Kidney,1883,36861
2000,December,Chemotherapy,Lung,1727,36861
2000,December,Chemotherapy,Prostate,8913,36861
2000,December,Chemotherapy,Skin,1692,36861
2000,December,Chemotherapy,Soft Tissue,7803,36861
2000,December,Chemotherapy,Upper Gastrointestinal,1820,36861
2000,December,Inpatient Days,All Other,3218,36861
2000,December,Inpatient Days,Bladder,8262,36861
2000,December,Inpatient Days,Bone,2158,36861
2000,December,Inpatient Days,Brain,7834,36861
2000,December,Inpatient Days,Breast,3181,36861
2000,December,Inpatient Days,Colorectal,8362,36861
2000,December,Inpatient Days,Eye and Orbit,241,36861
2000,December,Inpatient Days,Gynecologic,6846,36861
2000,December,Inpatient Days,Head and Neck,6628,36861
2000,December,Inpatient Days,Hematologic,7722,36861
2000,December,Inpatient Days,Hepatopancreatobiliary,5816,36861
2000,December,Inpatient Days,Kidney,5461,36861
2000,December,Inpatient Days,Lung,6439,36861
2000,December,Inpatient Days,Prostate,6286,36861
2000,December,Inpatient Days,Skin,1934,36861
2000,December,Inpatient Days,Soft Tissue,3572,36861
2000,December,Inpatient Days,Upper Gastrointestinal,6497,36861
2000,December,Radiation Therapy,All Other,211,36861
2000,December,Radiation Therapy,Bladder,6330,36861
2000,December,Radiation Therapy,Bone,7735,36861
2000,December,Radiation Therapy,Brain,8933,36861
2000,December,Radiation Therapy,Breast,8958,36861
2000,December,Radiation Therapy,Colorectal,9472,36861
2000,December,Radiation Therapy,Eye and Orbit,4472,36861
2000,December,Radiation Therapy,Gynecologic,5095,36861
2000,December,Radiation Therapy,Head and Neck,7286,36861
2000,December,Radiation Therapy,Hematologic,3616,36861
2000,December,Radiation Therapy,Hepatopancreatobiliary,9555,36861
2000,December,Radiation Therapy,Kidney,9951,36861
2000,December,Radiation Therapy,Lung,6409,36861
2000,December,Radiation Therapy,Prostate,255,36861
2000,December,Radiation Therapy,Skin,928,36861
2000,December,Radiation Therapy,Soft Tissue,396,36861
2000,December,Radiation Therapy,Upper Gastrointestinal,1327,36861
2000,December,Surgeries,All Other,8366,36861
2000,December,Surgeries,Bladder,3241,36861
2000,December,Surgeries,Bone,3910,36861
2000,December,Surgeries,Brain,3912,36861
2000,December,Surgeries,Breast,1602,36861
2000,December,Surgeries,Colorectal,8680,36861
2000,December,Surgeries,Eye and Orbit,407,36861
2000,December,Surgeries,Gynecologic,3151,36861
2000,December,Surgeries,Head and Neck,2034,36861
2000,December,Surgeries,Hematologic,3669,36861
2000,December,Surgeries,Hepatopancreatobiliary,9092,36861
2000,December,Surgeries,Kidney,8503,36861
2000,December,Surgeries,Lung,3114,36861
2000,December,Surgeries,Prostate,896,36861
2000,December,Surgeries,Skin,4278,36861
2000,December,Surgeries,Soft Tissue,3712,36861
2000,December,Surgeries,Upper Gastrointestinal,4236,36861
2001,January,Chemotherapy,All Other,7195,36892
2001,January,Chemotherapy,Bladder,5125,36892
2001,January,Chemotherapy,Bone,1917,36892
2001,January,Chemotherapy,Brain,3918,36892
2001,January,Chemotherapy,Breast,3985,36892
2001,January,Chemotherapy,Colorectal,6422,36892
2001,January,Chemotherapy,Eye and Orbit,2197,36892
2001,January,Chemotherapy,Gynecologic,3201,36892
2001,January,Chemotherapy,Head and Neck,9956,36892
2001,January,Chemotherapy,Hematologic,3779,36892
2001,January,Chemotherapy,Hepatopancreatobiliary,5561,36892
2001,January,Chemotherapy,Kidney,8221,36892
2001,January,Chemotherapy,Lung,2973,36892
2001,January,Chemotherapy,Prostate,4187,36892
2001,January,Chemotherapy,Skin,397,36892
2001,January,Chemotherapy,Soft Tissue,3271,36892
2001,January,Chemotherapy,Upper Gastrointestinal,3664,36892
2001,January,Inpatient Days,All Other,658,36892
2001,January,Inpatient Days,Bladder,1422,36892
2001,January,Inpatient Days,Bone,4831,36892
2001,January,Inpatient Days,Brain,4446,36892
2001,January,Inpatient Days,Breast,3397,36892
2001,January,Inpatient Days,Colorectal,3470,36892
2001,January,Inpatient Days,Eye and Orbit,2793,36892
2001,January,Inpatient Days,Gynecologic,2942,36892
2001,January,Inpatient Days,Head and Neck,9899,36892
2001,January,Inpatient Days,Hematologic,7656,36892
2001,January,Inpatient Days,Hepatopancreatobiliary,6322,36892
2001,January,Inpatient Days,Kidney,3177,36892
2001,January,Inpatient Days,Lung,7207,36892
2001,January,Inpatient Days,Prostate,6557,36892
2001,January,Inpatient Days,Skin,4165,36892
2001,January,Inpatient Days,Soft Tissue,1524,36892
2001,January,Inpatient Days,Upper Gastrointestinal,5372,36892
2001,January,Radiation Therapy,All Other,177,36892
2001,January,Radiation Therapy,Bladder,7043,36892
2001,January,Radiation Therapy,Brain,9824,36892
2001,January,Radiation Therapy,Breast,2922,36892
2001,January,Radiation Therapy,Colorectal,5991,36892
2001,January,Radiation Therapy,Eye and Orbit,5427,36892
2001,January,Radiation Therapy,Gynecologic,6930,36892
2001,January,Radiation Therapy,Head and Neck,7264,36892
2001,January,Radiation Therapy,Hematologic,7131,36892
2001,January,Radiation Therapy,Hepatopancreatobiliary,5916,36892
2001,January,Radiation Therapy,Kidney,4359,36892
2001,January,Radiation Therapy,Lung,182,36892
2001,January,Radiation Therapy,Prostate,88,36892
2001,January,Radiation Therapy,Skin,4851,36892
2001,January,Radiation Therapy,Soft Tissue,1817,36892
2001,January,Radiation Therapy,Upper Gastrointestinal,3511,36892
2001,January,Surgeries,All Other,1728,36892
2001,January,Surgeries,Bladder,1099,36892
2001,January,Surgeries,Bone,1665,36892
2001,January,Surgeries,Brain,6087,36892
2001,January,Surgeries,Breast,1921,36892
2001,January,Surgeries,Colorectal,3553,36892
2001,January,Surgeries,Gynecologic,2203,36892
2001,January,Surgeries,Head and Neck,5642,36892
2001,January,Surgeries,Hematologic,8567,36892
2001,January,Surgeries,Hepatopancreatobiliary,5524,36892
2001,January,Surgeries,Kidney,1660,36892
2001,January,Surgeries,Lung,7288,36892
2001,January,Surgeries,Prostate,532,36892
2001,January,Surgeries,Skin,6934,36892
2001,January,Surgeries,Soft Tissue,4032,36892
2001,January,Surgeries,Upper Gastrointestinal,4434,36892
2001,February,Chemotherapy,All Other,6189,36923
2001,February,Chemotherapy,Bladder,7955,36923
2001,February,Chemotherapy,Bone,8097,36923
2001,February,Chemotherapy,Brain,9787,36923
2001,February,Chemotherapy,Breast,3843,36923
2001,February,Chemotherapy,Colorectal,3010,36923
2001,February,Chemotherapy,Eye and Orbit,5441,36923
2001,February,Chemotherapy,Gynecologic,8250,36923
2001,February,Chemotherapy,Head and Neck,5271,36923
2001,February,Chemotherapy,Hematologic,6425,36923
2001,February,Chemotherapy,Hepatopancreatobiliary,2764,36923
2001,February,Chemotherapy,Kidney,5549,36923
2001,February,Chemotherapy,Lung,6119,36923
2001,February,Chemotherapy,Prostate,5270,36923
2001,February,Chemotherapy,Skin,7572,36923
2001,February,Chemotherapy,Soft Tissue,7414,36923
2001,February,Chemotherapy,Upper Gastrointestinal,1204,36923
2001,February,Inpatient Days,All Other,5050,36923
2001,February,Inpatient Days,Bladder,3391,36923
2001,February,Inpatient Days,Bone,3753,36923
2001,February,Inpatient Days,Brain,6946,36923
2001,February,Inpatient Days,Breast,3595,36923
2001,February,Inpatient Days,Colorectal,8827,36923
2001,February,Inpatient Days,Eye and Orbit,559,36923
2001,February,Inpatient Days,Gynecologic,6628,36923
2001,February,Inpatient Days,Head and Neck,3226,36923
2001,February,Inpatient Days,Hematologic,426,36923
2001,February,Inpatient Days,Hepatopancreatobiliary,458,36923
2001,February,Inpatient Days,Kidney,799,36923
2001,February,Inpatient Days,Lung,2735,36923
2001,February,Inpatient Days,Prostate,3468,36923
2001,February,Inpatient Days,Skin,5606,36923
2001,February,Inpatient Days,Soft Tissue,1615,36923
2001,February,Inpatient Days,Upper Gastrointestinal,744,36923
2001,February,Radiation Therapy,All Other,618,36923
2001,February,Radiation Therapy,Bladder,4669,36923
2001,February,Radiation Therapy,Brain,1502,36923
2001,February,Radiation Therapy,Breast,2016,36923
2001,February,Radiation Therapy,Colorectal,7677,36923
2001,February,Radiation Therapy,Eye and Orbit,74,36923
2001,February,Radiation Therapy,Gynecologic,4874,36923
2001,February,Radiation Therapy,Head and Neck,6381,36923
